lifesat,peopletrust,freewill,takeadvan,married,childs,fightcountry,impdem,beatchild,wageearn,incomecat,sex,educ,sacsecvalr,resemavalr
8,0,10,10,0,0,1,9,3,0,1,1,5,21.9923,8.4200001
10,1,8,9,1,3,1,10,2,0,1,0,5,18.626299,11.3
9,1,7,9,1,4,0,10,7,0,1,0,2,38.815701,11.3
10,1,7,8,1,1,0,6,3,0,2,0,5,18.626299,11.3
4,0,3,7,1,2,0,10,2,1,3,1,5,34.566299,11.3
1,0,2,2,1,2,0,9,1,0,3,0,3,33.487499,25.32
2,0,7,7,1,1,0,9,2,0,1,0,5,40.941299,56.5107
7,0,8,8,1,3,1,10,6,0,6,0,5,27.156099,21.529999
4,0,10,3,0,0,0,10,3,0,1,0,1,23.024,41.943298
6,0,7,2,0,0,1,10,8,0,7,0,5,22.2167,35.982002
3,0,3,9,1,0,1,10,1,1,2,1,9,39.070801,37.900002
2,0,9,8,1,2,0,10,1,0,2,0,9,48.5019,40.025299
8,0,5,5,1,0,1,5,1,1,1,1,3,13.282999,18.119999
6,0,8,6,0,0,1,8,5,0,5,1,5,31.454102,37.323997
3,0,9,6,1,2,0,10,1,0,2,0,5,19.9603,23.286701
7,0,6,6,0,0,1,10,7,0,5,0,9,28.4615,18.119999
1,0,1,8,0,3,0,10,7,1,1,0,1,34.181698,23.252001
6,0,8,7,1,3,1,10,9,1,7,1,9,4.4250002,31.3333
6,0,8,8,1,3,0,9,7,0,5,0,5,6.2375002,21.633301
8,0,8,8,1,2,1,10,1,1,7,1,9,11.3138,21
8,0,8,2,1,2,1,8,1,0,4,0,1,18.049999,19.462
8,0,7,5,1,1,1,9,1,1,4,1,1,34.577499,40.733997
8,0,8,8,0,0,1,8,1,0,4,0,1,18.049999,40.733997
8,0,8,8,1,0,0,8,1,0,4,0,1,27.688801,38.43
7,1,7,7,0,0,1,10,7,0,7,0,5,41.040302,35.376701
8,1,7,8,1,6,1,9,1,0,3,0,1,47.251202,15.3433
8,0,7,4,0,0,1,9,8,0,8,0,9,54.077499,44.091999
7,1,7,3,1,0,0,9,1,0,3,0,1,31.827501,14.71
6,0,8,3,1,4,0,7,4,0,5,0,5,38.924999,21.529999
7,1,7,8,1,0,0,1,5,0,3,0,1,34.2108,31.23
5,0,5,5,1,0,0,5,3,1,4,1,7,19.399,27.82
5,0,5,5,1,2,1,5,4,1,7,1,9,9.7602997,15.620001
9,0,7,8,1,3,0,10,5,1,7,1,9,45.014999,29.161999
4,0,8,8,1,3,1,7,4,1,4,1,4,41.648998,43.181999
6,0,7,7,1,3,0,7,7,0,6,0,9,43.461498,44.661999
4,0,7,8,1,5,1,9,1,0,1,0,1,44.3554,29.795301
5,0,6,8,1,4,1,10,7,0,1,0,1,39.431702,23.505301
4,1,8,4,1,3,1,10,4,0,1,0,1,49.938801,26.282001
6,0,8,6,0,0,1,10,8,0,6,1,9,38.126297,27.82
8,0,10,6,1,4,1,10,8,1,7,1,9,41.912498,8.4200001
6,0,10,3,1,2,1,10,8,1,5,1,1,42.2929,11.9333
8,0,10,8,0,0,1,10,8,0,6,1,8,37.969501,21.633301
8,0,8,4,1,3,1,9,8,0,5,0,5,36.313801,11.9333
3,0,7,8,1,1,1,10,3,1,6,1,5,38.283001,11.9333
4,0,10,3,0,0,1,5,8,1,6,1,3,60.295498,18.119999
5,0,10,3,0,0,1,9,8,0,5,0,9,47.345501,11.9333
1,0,8,7,1,0,1,10,7,1,5,1,2,39.063702,21.529999
7,0,10,3,0,0,1,10,8,1,4,0,1,38.926899,11.9333
1,0,3,3,0,5,1,9,8,0,5,0,2,18.049999,16.052
1,1,9,4,1,4,1,10,8,0,4,0,1,39.063702,22.872
2,1,10,5,1,3,1,10,3,0,7,0,1,47.188698,42.9053
9,0,8,5,1,5,1,9,6,1,7,1,9,22.397099,32.572002
2,0,7,6,0,0,1,9,6,0,2,1,8,44.398998,46.972
8,0,8,8,1,1,1,8,8,0,4,0,2,56.827499,22.872
8,0,8,8,1,6,1,8,1,0,4,0,2,24.9387,30.072001
8,0,8,8,1,3,1,8,1,0,1,0,1,18.049999,27.82
7,1,7,5,0,0,0,9,6,0,4,0,3,22.188801,18.119999
5,1,8,7,1,4,1,8,6,1,2,1,2,13.1263,25.043301
4,0,8,5,0,1,0,1,1,0,5,0,5,29.862499,14.71
6,0,8,5,1,4,0,7,1,0,5,0,5,22.188801,42.299999
6,0,8,8,0,0,1,10,8,0,4,0,7,38.239399,46.1707
7,0,7,5,0,0,1,9,7,0,7,1,4,24.9823,29.161999
7,0,7,6,1,1,1,10,2,1,6,1,5,27.9804,33.153301
8,0,7,8,1,4,1,8,1,0,4,0,1,24.9387,25.32
8,0,8,8,1,4,1,7,1,0,4,0,1,31.827501,31.033998
1,0,7,8,0,0,1,10,7,0,3,1,9,20.014999,27.623999
7,1,8,8,0,0,1,10,5,0,4,0,1,24.9387,27.82
6,0,6,5,1,4,1,9,2,0,3,0,1,33.272099,30.210001
9,1,6,1,1,2,1,10,10,1,4,1,7,9.7602997,21.633301
3,0,8,6,1,3,1,10,8,0,5,0,7,39.063702,11.9333
2,0,9,6,1,1,1,10,8,0,5,0,2,53.925003,21.633301
1,0,5,6,1,4,0,7,2,1,7,0,5,26.9596,32.572002
2,1,6,6,1,0,0,7,2,0,5,0,5,48.126301,25.751999
4,0,7,7,1,2,0,7,3,1,6,1,5,47.148998,32.572002
1,0,6,6,0,2,0,7,2,1,7,0,1,57.764999,32.572002
10,0,10,8,1,3,1,10,1,0,6,0,7,40.306698,50.485302
10,0,8,9,0,0,1,10,2,0,4,0,5,39.070801,53.895302
9,0,8,8,1,1,1,10,2,0,6,1,5,55.737503,55.237301
9,0,8,9,1,2,1,10,1,0,3,0,5,55.737503,42.024002
5,0,5,5,0,1,0,10,1,1,3,0,9,20.2785,33.619999
5,0,5,5,1,0,0,10,1,0,3,0,9,20.2785,34.743301
10,0,9,7,1,2,1,10,8,1,6,0,9,58.091702,51.540001
3,0,5,5,1,5,0,5,6,0,2,0,1,44.971401,21.529999
8,1,8,9,1,3,0,8,2,1,1,1,1,18.626299,11.3
8,0,8,5,1,3,1,10,10,0,5,0,5,7.9478002,36.0853
9,1,8,6,0,3,0,8,3,0,1,0,1,15.2603,21.334
2,0,3,5,0,0,0,9,1,0,2,1,4,35.332699,8.4200001
2,0,4,5,1,3,1,10,7,1,1,1,7,41.6054,46.695301
3,0,5,5,1,3,1,10,5,0,1,0,5,29.071999,35.982002
9,0,5,1,1,1,0,10,6,0,1,0,3,14.6798,43.285301
7,1,6,6,1,0,0,10,5,1,6,1,3,33.487499,11.3
7,1,7,8,1,0,0,9,7,1,5,1,2,42.174999,8.4200001
8,0,8,10,0,0,1,10,6,0,6,0,1,38.8554,38.337299
4,0,3,1,0,0,1,10,9,0,4,0,5,11.4705,48.486702
10,0,9,6,1,3,1,10,8,0,10,0,9,22.345499,25.751999
2,0,7,3,0,0,1,10,1,1,8,0,5,44.508301,28.8333
4,0,5,3,0,4,1,5,8,1,1,0,5,38.352798,21.91
9,0,8,8,1,0,1,9,8,0,6,0,5,52.112503,33.5853
1,0,7,7,0,0,0,4,1,0,6,0,5,19.5012,24.41
1,0,2,10,0,2,1,10,8,0,5,0,1,18.049999,25.751999
4,0,10,8,0,0,1,9,9,0,7,0,6,47.188698,21
3,0,8,5,1,4,1,10,8,0,6,0,5,43.196999,27.82
1,0,3,3,0,0,0,7,1,0,4,0,4,34.577499,35.2733
1,0,3,3,1,1,0,8,1,0,3,0,4,33.272099,25.573301
3,0,10,6,1,6,1,10,8,1,5,1,1,47.764999,11.3
1,0,2,2,1,1,0,9,6,0,3,0,1,44.3554,25.573301
1,0,3,3,1,2,0,8,7,0,3,0,1,33.272099,30.3253
8,0,10,10,0,0,1,10,5,1,3,0,1,15.299999,28.8333
9,0,9,1,1,2,1,10,1,0,1,0,5,41.633301,25.043301
4,0,4,4,0,0,0,6,4,0,6,1,7,40.299999,37.900002
5,0,6,6,0,0,0,4,6,0,5,0,8,54.140003,40.186699
5,0,5,5,1,3,1,6,5,0,5,0,5,52.112503,16.052
8,0,3,10,1,2,1,10,1,0,6,0,5,18.8228,39.166702
5,0,10,3,0,0,0,10,5,0,1,1,5,16.751299,25.043301
4,0,10,5,0,0,0,10,1,0,3,0,1,27.269501,25.043301
5,0,6,4,1,1,1,9,7,0,4,0,7,42.758301,39.4953
1,0,9,1,1,1,0,10,1,0,4,0,5,30.737501,20.51
3,0,4,5,0,0,1,1,1,0,3,1,9,16.9125,18.119999
4,1,5,5,0,0,1,10,1,0,6,1,9,20.014999,50.485302
3,1,7,5,1,1,1,10,1,0,4,0,4,29.341,29.161999
3,1,7,7,1,3,1,10,1,1,5,1,7,20.014999,33.5853
1,0,1,1,0,0,1,10,8,0,1,0,4,37.799999,65.4673
1,0,1,1,1,3,1,10,5,0,3,0,5,44.508301,11.3
1,0,1,1,1,2,1,10,5,0,2,0,5,52.841698,18.5
1,0,1,1,1,2,1,10,6,0,4,0,5,44.508301,12.21
1,0,1,1,0,0,1,10,5,0,1,0,1,48.674999,11.3
4,0,7,8,1,1,1,10,1,0,4,0,5,14.6798,21.633301
8,0,8,6,0,0,0,8,5,0,5,0,9,51.389999,21
3,0,9,6,0,0,0,10,1,1,3,1,5,33.244198,31.3333
3,0,8,8,1,1,1,9,7,1,8,0,9,18.202499,28.200001
9,0,8,7,1,2,0,8,7,0,7,0,1,43.056698,21.529999
9,0,6,4,0,0,1,9,3,0,5,0,9,41.820801,18.5
6,0,1,1,0,1,1,10,1,1,3,1,5,33.633301,21
5,0,6,4,0,0,1,9,5,0,4,1,9,44.716702,21
8,0,8,8,0,0,1,10,7,0,8,0,1,29.0228,11.3
8,0,7,6,1,8,1,9,5,0,7,0,5,25.7115,18.5
10,0,9,6,1,2,0,7,9,0,5,0,3,43.056698,35.02
8,0,7,5,0,0,0,8,6,0,5,0,1,57.608002,11.3
7,0,5,3,1,3,1,9,5,0,6,0,7,25.457001,21.529999
6,0,5,5,1,2,1,9,4,1,5,1,7,43.779202,28.200001
9,1,8,8,0,0,0,9,1,1,6,1,7,43.779202,44.523998
9,1,9,9,0,0,0,9,1,1,8,1,5,55.737503,22.872
8,1,9,9,0,0,0,10,1,0,6,1,5,52.112503,57.737305
9,1,8,9,1,2,0,9,1,0,6,0,9,45.591702,37.323997
8,0,8,8,0,0,0,9,2,0,3,0,1,60.445797,52.553303
8,1,7,7,1,0,0,8,2,0,4,0,1,52.112503,38.234001
8,1,8,8,1,2,0,9,1,0,7,0,5,52.112503,27.623999
7,1,8,7,1,2,1,8,1,0,7,1,8,47.764999,29.5767
6,1,7,7,0,0,1,8,1,0,7,0,9,36.681702,33.5853
9,0,9,8,0,1,0,7,1,0,6,0,2,52.112503,25.32
8,0,8,6,1,2,0,10,9,0,4,0,5,45.117302,19.462
10,0,1,10,0,0,1,10,1,0,6,1,4,6.2375002,59.200001
8,0,8,4,1,3,1,9,2,0,8,0,9,22.188801,13.172001
3,1,8,3,1,4,1,9,8,1,9,1,9,16.751299,33.205299
6,0,7,4,1,2,0,8,8,0,7,0,6,56.827499,23.252001
8,0,8,8,0,0,0,9,1,0,4,1,3,31.827501,31.23
8,0,8,8,0,0,1,9,1,0,1,0,1,22.1833,18.119999
8,0,8,8,1,0,1,9,1,0,4,0,1,24.9387,31.23
4,0,7,5,1,2,1,9,2,1,2,1,1,44.242298,25.043301
3,0,7,5,1,1,1,10,7,0,5,0,1,25.6542,19.462
2,0,8,8,1,3,1,10,3,0,2,0,1,41.6054,26.282001
8,0,8,5,1,4,1,7,1,0,4,0,1,31.827501,33.481998
8,0,8,4,0,0,1,10,2,0,6,1,4,41.648998,46.540001
6,0,8,7,1,2,1,8,6,1,6,1,5,33.987503,40.681999
8,0,8,5,1,0,0,9,1,0,4,0,1,34.841,5.0099998
1,0,8,5,1,3,0,8,1,0,4,0,2,34.577499,18.119999
9,1,8,5,1,3,1,9,1,0,5,0,5,27.688801,18.119999
7,0,8,5,0,0,1,8,8,0,4,0,2,31.0548,25.043301
7,1,8,5,1,3,0,9,2,0,2,1,5,37.674297,21.529999
7,0,8,5,1,4,1,7,1,0,4,0,5,24.9387,21.633301
2,0,7,3,1,4,1,10,1,0,5,0,1,46.992298,15.24
8,1,8,5,1,3,0,6,1,0,3,0,1,33.272099,21.529999
4,0,7,4,1,6,1,9,3,0,2,0,1,40.876301,35.982002
5,0,8,5,1,1,0,5,4,0,4,0,1,40.961502,18.119999
8,0,8,5,1,2,1,8,1,0,4,0,1,18.049999,26.282001
2,1,7,5,1,3,0,8,1,0,5,0,5,15.299999,21.633301
8,1,8,5,1,4,0,1,6,1,7,0,3,13.1208,18.7533
3,0,6,8,1,4,1,10,3,0,1,0,1,49.938801,29.691999
6,0,7,8,1,0,1,10,2,0,5,0,5,38.8554,27.2953
1,0,4,3,0,1,1,9,3,1,6,1,7,43.626301,49.7253
1,0,4,5,1,0,0,9,1,0,6,0,5,24.9387,35.2733
1,0,1,4,0,0,1,9,3,0,6,1,9,15.876301,47.2253
1,0,4,5,1,1,1,9,3,0,6,0,5,24.9387,44.973297
1,0,5,6,0,0,1,9,2,0,5,1,5,15.876301,41.563301
1,0,5,6,1,3,1,9,2,0,6,0,5,47.878201,35.2733
1,0,5,5,1,3,1,9,2,0,6,0,5,27.688801,35.2733
1,0,5,6,0,1,1,8,3,0,7,0,9,25.514999,52
1,0,5,6,0,0,1,9,1,0,7,1,6,24.9387,44.973297
1,0,6,6,1,6,1,8,2,0,6,0,5,47.1054,49.7253
1,0,5,6,0,0,1,9,3,0,6,0,9,27.688801,35.2733
1,0,5,5,1,2,1,9,4,1,6,1,9,18.626299,41.563301
1,0,5,6,1,0,1,9,4,0,6,0,3,18.626299,41.563301
5,0,10,6,0,3,1,10,8,0,8,0,5,13.1263,21.633301
7,1,6,6,1,2,1,9,1,1,6,1,9,14.063799,44.973297
3,0,8,6,1,6,1,10,8,0,8,0,7,11.3138,11.9333
8,1,10,8,0,0,1,10,8,0,8,1,8,13.1263,31.3333
6,0,8,3,0,0,1,10,8,0,8,1,8,11.3138,11.9333
8,0,8,6,1,1,1,10,8,1,8,0,7,14.6798,25.043301
3,0,10,6,1,0,1,10,10,0,8,0,9,14.6798,11.9333
4,1,8,3,1,0,1,8,10,1,8,1,7,20.009501,11.9333
3,0,10,8,1,3,1,10,8,0,8,0,9,24.8256,21.633301
3,1,10,8,1,2,1,10,8,1,8,1,9,16.649,11.9333
3,0,10,8,1,3,1,10,10,0,8,0,9,11.3138,21.633301
3,1,10,5,1,4,1,10,8,1,8,1,9,13.1263,21.633301
8,1,10,9,0,0,1,10,8,0,8,1,9,13.1263,21.633301
3,0,10,8,0,2,1,10,8,1,8,0,9,11.3138,26.3333
7,0,7,6,1,1,0,6,5,0,6,0,9,60.994202,50.7967
8,0,9,8,1,1,0,9,1,0,1,0,2,25.299999,46.833302
5,0,10,9,0,0,1,10,1,0,1,0,9,4.4250002,40.1287
5,0,6,6,1,1,0,5,4,1,6,0,9,52.416302,44.720001
5,1,5,6,1,1,0,7,5,0,5,1,5,55.556702,32.986702
7,0,7,6,0,2,0,6,6,1,6,0,3,63.924999,39.91
7,0,7,6,0,0,1,7,6,0,6,1,9,63.924999,25.043301
8,0,3,5,0,0,1,9,8,0,6,0,2,36.178799,23.286701
7,0,7,6,1,1,0,7,6,0,6,0,9,68.058304,41.943298
7,1,2,4,1,1,1,8,8,0,7,0,5,39.5448,27.82
1,1,8,2,1,1,1,9,8,1,6,1,2,45.156101,11.3
8,0,9,6,1,4,0,10,1,0,5,0,9,24.9387,33.205299
5,0,8,6,1,1,0,5,1,0,6,0,1,22.188801,21.633301
5,0,9,9,1,2,1,10,1,1,9,1,9,6.2375002,38.153301
6,0,1,1,1,3,1,10,1,0,5,0,1,18.8228,38.153301
5,0,10,1,1,2,1,10,1,0,2,0,7,13.4875,49.828701
7,0,5,6,1,2,1,7,5,1,7,1,9,60.905998,41.644001
7,0,7,7,1,0,0,7,6,1,7,1,3,72.224899,64.125298
7,1,3,4,0,2,0,4,7,1,7,0,5,79.1082,55.271999
3,1,4,7,0,0,1,10,1,0,5,1,9,21.4596,26.385302
2,1,6,7,1,0,0,10,1,0,6,0,9,13.1263,46.418701
6,0,7,6,0,0,0,10,1,0,3,0,1,15.480401,25.751999
7,1,8,6,1,0,1,10,1,0,7,0,9,13.1263,36.0853
5,1,6,7,1,2,1,10,1,0,7,0,5,23.0131,26.385302
5,1,5,7,1,2,0,7,1,0,4,0,9,11.3138,26.385302
6,1,7,7,1,0,0,10,1,0,3,0,1,15.480401,26.385302
5,1,7,7,1,2,1,10,1,0,3,0,1,19.6471,26.385302
3,0,8,6,1,2,0,9,6,0,6,0,4,50.617199,27.82
3,0,8,6,0,2,0,8,2,1,5,0,1,54.862499,24.41
5,0,5,5,1,1,0,6,5,0,5,0,5,31.237501,21
7,0,2,2,0,0,1,8,8,0,7,1,8,47.312099,40.152
7,0,6,6,0,0,0,6,6,0,7,1,9,68.058304,26.282001
7,0,7,5,0,1,0,7,6,1,7,0,7,63.924999,66.399994
6,0,7,5,1,0,0,7,4,0,6,0,1,68.058304,31.23
3,0,2,2,0,0,1,10,5,0,5,1,9,23.4333,31.610001
6,1,4,8,0,0,1,10,1,0,4,0,5,18.202499,41.470699
2,0,3,4,1,3,0,5,2,0,2,0,5,56.290401,26.662001
2,0,5,9,1,2,0,7,1,1,5,1,9,41.752399,29.161999
5,0,6,5,1,2,0,6,1,0,3,0,5,52.841698,35.982002
2,0,5,4,1,2,0,5,4,0,4,0,5,61.174999,21.91
1,0,4,5,1,2,0,5,2,0,3,0,1,49.9109,16.052
5,0,8,8,1,2,1,10,2,1,2,1,5,21.0917,25.751999
5,1,6,6,1,0,1,5,1,1,5,1,1,15.480401,25.043301
5,1,6,6,1,2,1,10,1,0,4,0,7,18.202499,31.3333
6,1,5,5,1,2,1,10,4,0,5,0,9,27.9804,35.376701
6,1,7,6,1,0,1,10,3,1,2,1,1,18.202499,21.633301
5,1,6,5,1,2,0,10,3,0,3,0,1,11.3138,26.385302
6,1,5,5,0,0,1,10,4,0,3,0,1,18.202499,36.0853
5,0,6,3,1,2,1,9,5,0,5,0,6,51.091702,27.82
4,0,5,2,1,2,1,9,5,0,3,0,7,44.570801,32.952
5,0,5,3,1,1,0,9,6,0,3,0,7,44.570801,35.982002
5,0,4,2,1,2,0,10,5,0,4,0,1,52.904202,21
5,0,5,3,1,3,0,9,5,1,5,1,9,39.133301,31.23
4,0,5,4,1,2,0,10,5,1,4,1,7,47.466702,21
5,0,6,2,1,1,1,9,5,0,5,0,7,40.008301,31.23
3,0,7,7,1,2,0,7,2,0,3,0,5,61.840302,19.462
2,0,7,8,1,2,0,8,2,0,5,0,4,44.501297,27.82
3,0,10,1,1,0,0,7,4,1,3,1,1,54.077499,21
3,0,4,3,1,0,0,6,2,0,3,0,5,46.3881,33.914001
7,0,7,5,1,0,1,5,4,1,3,1,2,43.022099,30.504
2,0,5,5,1,1,0,6,2,0,5,0,7,56.674999,29.161999
1,0,1,9,1,2,0,10,1,0,8,0,7,42.8997,24.6287
3,0,8,9,1,0,0,7,2,0,7,0,7,40.311199,48.348701
5,0,6,6,1,2,0,10,2,0,6,0,1,40.301201,19.462
2,0,7,9,0,0,0,6,2,0,7,0,1,35.908897,33.914001
2,0,9,9,1,1,0,10,1,1,8,1,3,28.342802,20.372
5,1,6,6,1,2,1,10,1,1,4,1,7,18.202499,26.385302
6,0,5,4,0,0,1,9,5,0,4,1,7,44.716702,11.3
4,0,5,3,1,3,1,9,4,0,5,0,9,37.619202,35.982002
6,0,5,4,0,0,1,9,6,0,4,0,7,50.154198,27.82
3,0,5,4,1,2,1,9,5,0,4,0,7,38.195801,38.153301
4,0,5,1,1,0,1,9,5,0,3,0,1,38.352798,31.23
3,0,6,3,1,2,1,9,6,1,4,1,7,39.133301,21
4,0,5,3,1,1,1,9,5,0,4,0,7,41.820801,21
2,0,5,5,1,2,0,7,2,1,5,0,7,47.399601,26.282001
3,0,5,5,1,0,0,10,2,0,5,0,7,33.158901,38.153301
3,0,6,6,1,2,0,9,1,0,6,0,7,49.8256,45.629997
3,0,6,9,1,0,1,6,1,0,6,0,7,17.259499,31.448702
2,0,5,8,1,2,1,10,1,1,6,1,9,38.126297,21.529999
3,0,5,5,1,1,0,6,2,0,6,0,7,48.644501,26.696699
3,0,3,4,1,0,0,5,2,0,3,0,1,68.091705,31.610001
1,0,4,6,1,3,0,9,1,0,2,0,1,60.456997,19.462
3,0,8,7,1,0,0,8,2,0,4,0,1,43.056698,30.918699
1,0,6,6,1,2,1,6,2,1,3,1,1,60.423599,25.751999
4,0,8,8,1,2,1,9,3,1,5,1,9,49.279202,32.572002
2,0,5,6,0,0,0,7,3,0,2,0,1,59.7584,24.41
2,0,8,8,0,0,0,8,3,0,6,0,2,54.140003,27.82
4,0,7,8,1,2,0,8,2,1,4,1,4,51.232998,29.161999
3,0,7,7,1,2,0,8,3,0,4,0,3,50.515003,18.119999
2,0,8,9,1,3,0,9,3,0,4,0,1,44.501297,19.462
7,0,7,7,0,2,0,8,2,0,4,0,4,48.532303,24.41
6,1,5,6,1,2,1,10,1,0,4,0,9,11.3138,36.0853
3,0,8,8,0,0,0,8,4,0,4,0,4,57.769501,8.4200001
5,1,8,7,1,0,1,10,1,0,4,0,7,11.3138,36.0853
5,1,5,5,1,2,1,10,3,0,3,0,1,11.3138,26.385302
6,1,7,6,1,2,1,10,1,0,3,0,7,11.3138,31.3333
5,1,5,6,1,0,1,10,4,0,3,0,1,18.202499,21.633301
5,1,5,6,0,0,1,10,4,0,3,0,1,11.3138,21.633301
2,0,8,7,1,2,0,6,5,0,4,0,9,57.707001,32.952
5,0,7,8,1,0,1,10,1,0,7,0,7,35.445801,28.453299
3,0,4,3,1,0,1,9,2,1,7,1,9,33.633301,53.238701
6,0,6,2,1,1,1,9,5,0,7,0,9,37.258301,39.771999
3,0,7,5,1,2,0,9,5,0,7,0,5,50.515003,27.82
3,0,8,6,1,4,0,9,3,0,5,0,5,47.764999,24.41
3,0,4,3,1,2,1,9,7,0,4,0,7,52.904202,34.639999
6,0,7,4,1,2,1,9,5,0,3,0,3,38.195801,21
5,0,6,5,0,0,1,9,5,0,4,1,7,41.966702,21
1,0,2,2,0,0,0,9,6,0,3,0,2,21.5728,14.71
2,0,9,6,1,1,1,10,9,1,6,1,3,40.876301,18.119999
1,0,10,6,1,4,1,10,8,1,6,1,3,47.764999,11.3
1,0,8,6,1,5,1,10,8,0,8,0,2,49.938801,27.82
1,0,3,3,1,3,1,9,2,0,4,0,2,15.299999,25.751999
2,0,8,6,0,0,1,10,8,0,4,1,5,40.876301,18.119999
8,0,3,3,1,2,1,8,8,1,5,1,1,43.626301,21.529999
8,0,8,8,1,3,1,10,8,1,5,1,1,45.009499,11.3
4,0,10,8,0,0,1,9,9,0,5,0,5,42.259499,11.3
8,0,8,3,0,0,1,10,8,0,5,0,6,36.313801,11.3
7,0,10,3,0,0,1,10,3,0,6,0,9,36.313801,38.153301
3,0,8,8,1,3,1,8,8,0,4,0,1,41.648998,11.3
3,0,8,7,1,3,1,10,8,0,5,0,5,39.063702,27.82
8,0,6,6,1,3,1,8,8,0,5,0,3,39.063702,8.4200001
3,0,10,5,0,0,1,10,8,0,5,1,8,42.259499,11.3
7,0,8,8,1,2,1,8,1,0,4,0,1,18.049999,28.73
8,0,7,8,1,3,1,8,8,0,4,0,3,18.049999,40.681999
7,1,4,3,1,4,1,7,8,0,8,0,1,53.724998,5.0099998
2,0,6,7,1,3,0,4,1,0,5,0,5,35.441299,21
1,0,3,7,1,3,0,3,1,0,5,0,4,10.8,34.743301
10,0,10,5,1,3,0,10,9,0,5,0,1,44.466702,19.462
7,0,7,7,1,4,0,6,6,0,6,0,1,72.224899,49.143299
7,0,7,6,0,2,0,7,6,0,7,0,1,72.224899,59.476696
8,0,6,10,1,2,0,10,1,0,4,0,5,18.666,31.3333
7,0,3,4,1,7,0,7,8,0,6,0,1,39.5448,1.6
7,0,7,7,1,6,0,7,7,0,7,0,7,65.341698,49.828701
8,1,8,9,0,0,0,10,1,1,3,0,1,15.299999,28.8333
9,1,6,7,1,0,0,9,5,0,7,0,1,42.1381,14.71
8,0,8,8,1,4,1,8,8,1,4,1,5,22.188801,35.982002
8,0,8,5,1,4,1,8,8,0,4,0,1,24.9387,21.529999
8,0,8,8,1,3,1,8,1,0,4,0,3,24.9387,27.623999
9,0,9,8,0,0,1,10,10,0,4,0,3,13.385201,36.033298
4,0,8,4,1,1,0,8,6,0,1,0,1,45.445801,40.785301
7,0,7,4,1,4,1,10,2,1,8,1,1,45.9179,46.972
8,0,7,7,0,0,1,8,9,0,6,1,5,55.737503,18.5
8,0,10,10,0,0,1,10,4,0,7,0,9,22.188801,31.551998
6,0,8,8,1,3,1,9,10,1,8,1,5,33.633301,25.32
3,0,8,6,1,1,1,10,8,1,5,1,5,40.876301,18.119999
1,0,3,3,0,0,1,7,7,0,4,1,4,24.2096,18.119999
6,0,4,1,1,4,0,10,1,1,1,1,1,7.1750002,31.3333
3,1,5,5,1,3,1,10,6,1,2,1,3,48.494198,22.872
2,1,5,7,1,3,1,8,6,0,3,0,5,30.522099,26.282001
3,0,4,5,1,3,1,10,8,0,1,0,5,18.049999,25.043301
1,0,3,3,1,6,0,8,5,0,3,0,3,27.688801,25.573301
2,0,3,3,0,0,1,9,2,1,5,1,9,33.4804,25.573301
2,0,2,3,1,6,0,8,9,0,3,0,4,34.577499,25.573301
8,0,3,3,0,5,1,9,8,0,5,0,1,18.049999,16.052
1,0,2,2,0,0,0,8,8,0,3,0,4,25.514999,18.119999
5,1,8,8,1,3,1,8,8,0,5,0,5,39.063702,11.3
10,1,7,8,1,2,1,7,5,1,2,1,5,21.781101,32.52
7,1,5,7,1,2,1,6,8,0,1,0,2,19.399,35.02
2,0,5,4,1,2,1,8,6,0,2,0,5,41.6054,35.376701
1,0,5,5,1,2,1,8,7,0,3,0,5,30.522099,14.71
2,0,5,6,1,3,1,8,6,0,1,0,3,49.938801,14.71
8,1,6,5,0,3,0,8,3,1,1,0,5,31.098301,26.662001
8,1,6,5,1,3,1,10,5,0,1,0,1,40.628098,11.3
8,1,8,6,0,1,0,7,4,0,1,0,5,18.626299,33.862
8,1,7,9,0,3,0,9,2,1,1,0,1,20.301899,8.4200001
1,0,10,1,1,1,1,10,8,1,1,1,1,15.480401,32.572002
1,0,1,1,0,0,1,10,5,0,1,0,1,45.045502,56.239998
1,0,1,1,1,0,1,10,6,0,1,0,1,45.207001,23.782
1,0,1,1,1,0,0,10,7,0,1,0,1,48.674999,43.181999
1,0,1,1,1,5,1,10,6,0,8,0,5,48.674999,32.243301
1,0,1,1,1,5,1,10,5,0,1,0,5,48.674999,38.153301
1,0,5,1,1,1,0,7,1,0,1,0,1,10.6978,27.82
10,0,5,3,0,0,0,10,6,0,5,0,9,17.4298,29.795301
7,0,5,1,1,3,1,10,6,0,5,0,9,28.049999,35.653297
2,0,8,8,1,2,0,9,1,1,5,1,7,32.753799,23.252001
7,1,6,7,0,3,0,10,3,0,1,0,1,46.070202,14.71
3,0,7,8,1,1,0,9,3,1,4,1,3,51.232998,28.200001
7,0,8,8,1,2,1,9,8,0,7,0,1,20.070801,27.82
3,0,2,8,1,0,0,10,2,1,2,1,1,31.043602,18.5
10,0,10,10,0,1,1,8,6,0,4,0,2,20.945799,28.200001
8,0,7,7,0,0,1,7,5,0,5,0,6,20.945799,25.751999
8,0,8,8,0,0,0,10,7,1,6,1,1,28.093601,21
3,0,3,3,1,1,1,8,4,1,3,1,7,50.457001,24.213999
3,0,3,4,1,2,1,8,5,1,3,0,7,53.206997,20.804001
