lifesat,peopletrust,freewill,takeadvan,married,childs,fightcountry,impdem,beatchild,wageearn,incomecat,sex,educ,sacsecvalr,resemavalr
3,0,3,3,1,2,1,8,2,1,3,0,7,53.206997,30.504
3,0,3,3,1,2,1,9,3,1,3,0,7,57.212196,30.504
7,0,8,7,1,3,0,10,2,0,2,0,1,43.0019,31.610001
3,0,7,5,1,0,0,10,3,0,4,0,5,54.085304,31.23
3,0,9,8,1,0,0,9,1,0,4,1,1,34.096397,27.82
5,0,5,6,1,0,0,9,7,1,5,1,5,24.2096,25.751999
8,0,9,9,1,2,1,9,1,0,8,0,9,27.4667,24.41
8,0,8,8,1,2,1,10,4,1,6,1,4,36.5728,11.3
8,0,10,8,1,2,1,8,4,0,6,0,7,22.9042,14.71
3,0,3,3,1,2,1,7,2,1,3,0,7,43.489399,29.161999
3,0,9,7,1,0,0,10,2,0,3,0,5,37.418602,32.572002
1,0,10,3,1,5,1,10,8,1,5,1,2,42.2929,21.633301
8,0,9,6,1,1,1,10,8,0,5,0,1,41.912498,8.4200001
1,0,8,6,1,2,0,9,5,0,2,0,1,27.688801,19.992001
5,0,10,3,1,3,1,9,8,0,5,0,5,50.095497,11.9333
5,0,5,5,1,1,0,6,8,0,2,0,1,18.3048,26.385302
8,0,7,8,0,0,0,10,8,0,5,0,1,13.4875,16.052
9,0,6,4,0,0,0,10,6,0,5,0,9,26.7948,42.9053
4,0,3,4,1,2,1,8,2,1,3,0,7,53.206997,40.204002
8,0,4,4,1,0,1,9,4,1,3,1,7,50.994198,37.703999
3,0,3,4,1,0,1,7,3,1,2,1,7,53.744202,30.504
6,0,6,6,1,3,0,6,1,0,6,0,7,43.056698,30.504
5,0,6,6,0,0,0,6,2,0,6,0,2,36.1679,29.161999
7,0,6,6,1,2,0,5,1,1,5,1,6,19.5012,39.771999
8,0,8,7,0,0,0,9,1,0,7,0,1,45.438801,26.662001
7,1,8,8,1,0,0,8,2,0,7,0,1,51.711498,46.972
8,1,8,4,0,0,0,8,1,0,8,0,1,30.989399,24.6287
6,0,6,6,1,3,1,7,6,0,4,0,1,40.160797,34.743301
7,0,7,6,0,6,1,9,4,0,5,0,5,42.9478,36.9953
6,0,3,4,1,0,0,9,9,0,8,0,1,60.514999,34.115299
3,0,8,4,1,2,0,9,9,1,1,1,1,52.688801,8.8000002
1,0,5,1,1,0,0,10,1,0,1,0,9,23.639999,40.93
8,0,8,8,1,2,1,10,4,0,8,0,6,30.678801,34.743301
8,0,8,8,0,0,1,10,8,0,8,1,9,29.878199,37.323997
8,1,8,8,0,3,1,10,7,0,8,0,9,22.188801,34.743301
8,0,10,9,1,1,0,10,6,0,10,0,9,11.3138,24.41
9,0,9,4,1,0,1,9,1,1,5,1,9,22.260199,39.4953
8,0,8,8,1,1,0,10,6,0,6,0,9,8.9875002,34.743301
1,0,5,5,1,0,0,10,1,1,3,1,3,13.1263,21
1,0,5,3,1,0,0,10,1,1,1,0,3,16.751299,21
1,0,1,3,1,1,1,10,1,1,5,1,5,16.9125,21
1,0,1,1,0,0,0,10,1,0,1,0,5,18.466,21
9,0,4,1,1,1,1,10,1,1,2,0,7,16.9125,21.633301
10,0,5,9,1,3,1,10,1,0,3,0,1,12.9695,25.043301
10,0,5,1,0,0,1,10,1,0,3,0,7,9.7602997,21.633301
1,0,1,2,1,0,0,10,1,0,1,0,1,30.737501,30.504
1,0,1,1,1,2,0,10,1,0,1,0,1,30.737501,21
1,0,1,3,0,0,0,10,1,0,1,0,6,30.737501,21
1,0,1,3,1,0,1,10,1,1,1,1,5,27.112499,21
1,0,4,5,0,0,1,10,1,0,5,0,9,15.876301,41.8853
1,0,1,1,0,5,1,10,5,1,3,0,2,17.2929,21.633301
5,1,6,6,0,3,1,10,1,1,2,0,1,19.6471,26.385302
5,1,6,6,0,0,1,10,3,1,5,1,1,11.3138,36.0853
5,0,6,5,1,0,1,9,5,1,6,1,9,33.633301,34.743301
4,0,5,2,1,0,1,10,3,0,2,0,7,44.570801,31.23
3,0,6,5,0,0,0,7,2,0,5,0,1,56.674999,26.662001
4,0,5,6,1,0,1,10,1,0,5,0,5,19.6471,26.385302
5,0,6,5,1,3,1,9,2,1,5,1,7,47.466702,18.5
5,0,5,3,1,1,1,10,3,0,4,0,1,46.529202,24.940001
6,1,8,8,0,0,0,10,1,1,2,1,1,14.8365,26.385302
2,0,7,5,1,2,0,8,6,0,5,0,3,37.3535,11.3
3,0,8,5,1,1,0,8,6,0,5,0,1,56.674999,24.41
4,0,8,6,1,1,0,8,4,0,4,0,2,43.626301,32.572002
3,0,5,5,1,1,0,8,4,0,5,0,1,53.206997,29.161999
3,0,8,7,1,7,1,10,7,0,7,0,1,18.666,18.5
3,0,5,7,1,1,1,10,9,0,7,0,5,29.077499,18.5
4,0,7,5,1,4,1,9,9,0,7,0,4,32.707001,18.5
1,0,5,1,0,0,1,10,1,0,5,1,7,16.649,31.3333
10,0,4,1,1,4,1,10,1,0,5,0,9,19.364401,34.743301
1,0,1,1,1,3,1,10,1,0,7,0,8,16.751299,21
1,0,1,1,1,0,1,10,1,1,7,1,9,6.2375002,21
3,0,9,3,1,6,1,10,7,0,6,0,1,23.633299,28.8333
5,1,5,3,0,0,1,10,9,0,6,0,5,37.410797,25.953299
5,1,5,5,1,8,0,9,9,1,6,0,1,52.841698,30.072001
10,1,7,8,1,0,1,10,1,0,5,0,9,37.410797,38.533298
7,1,9,6,1,0,0,10,8,1,7,1,5,26.233,31.137299
7,1,7,6,1,4,0,8,1,0,6,0,2,24.841,18.119999
6,1,6,6,1,0,0,9,3,0,8,0,1,19.133299,18.119999
7,1,7,7,1,0,0,9,8,0,8,0,5,33.487499,21.633301
8,1,5,5,1,0,0,10,5,0,6,0,1,29.862499,18.119999
7,1,9,7,1,3,1,10,6,1,8,1,9,20.301899,18.119999
10,0,8,6,1,3,1,9,10,0,8,0,2,15.299999,21.633301
5,1,6,4,1,3,1,7,9,1,5,1,1,26.5292,35.02
6,1,8,4,1,4,1,9,9,0,8,0,9,16.751299,36.9953
5,0,5,6,1,5,1,9,5,1,6,1,5,8.9875002,18.119999
2,1,6,6,1,2,0,5,1,0,5,0,3,33.487499,36.033298
2,0,7,6,1,3,0,7,3,0,3,0,4,21.2115,31.3333
4,1,7,6,1,1,0,10,10,0,6,0,5,19.5012,21
10,0,10,10,1,6,1,10,1,1,8,1,7,25.975,26.385302
9,0,10,10,1,5,1,8,10,0,7,0,1,9.8624992,50.485302
10,1,10,7,1,3,1,10,10,0,5,0,5,44.508301,9.7620001
3,0,9,5,1,1,0,9,6,0,4,0,5,4.4250002,11.3
5,1,8,5,0,0,1,10,6,0,7,1,4,18.725,31.137299
10,0,10,7,0,0,1,10,1,0,8,0,5,4.4250002,11.9333
8,0,8,3,1,3,0,9,9,0,6,0,1,31.966702,36.033298
9,0,9,6,1,5,1,9,9,0,8,0,4,31.966702,34
9,0,9,5,1,3,1,10,9,0,8,0,5,23.633299,28.8333
5,0,10,9,1,8,0,10,2,0,6,0,1,23.633299,28.8333
3,0,8,3,0,3,0,8,9,0,7,0,1,38.8554,28.8333
2,0,8,3,1,2,0,7,1,0,6,0,3,19.5012,40.186699
9,0,10,5,1,0,1,10,9,0,8,0,9,13.385201,31.3333
7,0,8,2,1,1,1,9,3,1,3,1,5,19.794399,11.83
7,0,7,7,1,2,1,9,3,0,6,0,2,38.8554,39.443298
6,0,8,6,1,2,0,9,7,0,2,0,1,41.6054,22.543301
2,0,8,3,0,0,1,10,2,0,1,1,5,28.348299,24.940001
4,1,7,4,0,3,1,8,2,0,1,0,1,45.6833,11.9333
8,0,8,2,1,2,1,9,1,0,1,0,1,24.9387,38.43
8,0,8,8,0,0,0,8,1,0,4,0,3,31.827501,45.353298
8,0,8,5,1,4,0,8,1,0,4,0,2,18.049999,27.623999
8,0,8,2,0,0,1,9,1,0,4,0,5,27.688801,35.982002
8,0,8,5,1,1,0,8,1,1,1,0,1,20.800001,35.02
8,0,7,8,0,0,1,10,7,0,6,0,5,49.938801,18.119999
8,1,6,5,0,0,0,9,6,0,8,1,9,6.2375002,40.025299
7,1,8,5,1,0,0,1,4,0,5,0,2,24.9387,18.119999
6,1,8,7,1,3,0,9,8,0,3,0,5,31.827501,32.139999
6,0,9,5,1,4,1,9,1,0,4,0,5,24.9387,11.3
3,0,7,5,1,2,1,9,5,0,6,0,5,34.253201,18.119999
9,0,8,5,1,0,0,9,1,0,4,0,3,31.361801,22.872
8,0,7,5,0,0,1,8,8,0,4,0,3,18.049999,11.83
8,0,8,8,0,0,1,9,1,0,5,0,5,44.508301,18.7533
1,1,10,4,1,2,1,10,2,1,2,0,9,36.940701,42.576702
8,0,8,8,1,1,1,8,1,0,4,0,1,18.049999,29.161999
8,0,8,8,1,1,1,8,1,1,4,0,1,31.827501,25.32
8,1,6,8,1,1,1,10,6,0,5,0,1,25.6542,14.71
8,1,8,7,0,0,1,9,6,1,2,0,1,41.6054,15.3433
2,0,7,8,1,7,1,9,7,1,1,1,1,39.836498,15.24
6,0,7,5,1,3,1,10,4,0,2,0,5,56.772701,8.4200001
6,0,10,6,1,2,0,10,1,1,7,1,9,30.737501,36.0853
1,1,8,4,1,2,0,10,5,0,3,0,1,30.737501,15.3433
1,0,10,5,1,1,0,10,1,1,7,1,9,30.737501,21.633301
6,0,5,7,0,0,0,9,9,0,6,1,9,24.2096,18.5
6,0,6,7,1,1,0,5,8,0,3,0,9,26.390001,14.71
9,1,10,9,1,5,1,10,2,1,4,1,2,16.032999,21.633301
7,1,9,10,0,4,1,10,10,1,5,0,9,22.345499,8.4200001
10,0,10,10,1,2,1,10,9,0,8,1,9,13.385201,38.153301
5,0,1,5,1,0,1,4,4,0,7,1,3,12.612499,31.3333
1,0,5,5,0,0,0,9,5,0,4,0,2,29.139999,21
1,0,7,6,1,1,0,9,9,0,3,0,1,24.9387,31.3333
1,0,7,6,0,0,0,7,1,0,2,0,1,52.688801,11.3
8,1,8,7,0,0,0,9,6,0,7,0,2,22.8673,27.82
8,1,8,6,1,2,0,9,7,0,6,0,1,18.195801,18.119999
5,1,8,8,1,0,0,10,1,1,8,1,1,14.9388,18.119999
5,0,4,4,1,4,0,8,9,0,6,0,1,55.595501,11.3
6,0,2,3,1,6,0,5,7,0,4,0,1,63.744198,14.71
9,0,4,3,1,5,1,7,7,0,7,0,1,59.6054,9.7620001
8,0,4,3,1,3,0,8,7,0,7,0,1,50.095497,14.71
5,1,1,1,1,4,1,10,1,0,2,0,1,15.299999,28.453299
9,0,6,8,1,0,0,10,1,0,1,0,2,23.633299,11.3
3,0,9,10,1,4,0,10,1,0,1,0,5,18.049999,32.952
8,0,9,10,1,1,1,9,1,0,3,0,5,20.376299,18.7533
8,0,10,10,0,0,0,4,1,0,6,0,8,26.3554,31.137299
7,0,9,6,1,4,0,6,4,0,5,0,1,20.945799,18.119999
10,0,8,8,0,0,1,10,1,0,4,0,1,8.9875002,35.400002
7,0,6,5,0,0,0,8,7,0,4,0,9,13.1263,31.3333
5,0,9,4,1,2,0,10,6,0,2,0,7,19.9603,40.837299
8,1,8,5,1,3,0,8,2,0,5,0,5,22.9042,13.172001
9,0,6,5,1,3,0,7,8,0,6,0,1,28.924999,30.700001
6,0,7,7,1,2,0,7,7,0,7,0,5,63.924999,26.385302
7,0,7,6,0,0,0,7,8,1,7,0,1,74.974899,25.043301
7,0,7,6,0,0,0,7,7,0,6,1,1,74.974899,34.91
8,0,6,3,1,4,1,8,8,0,7,0,5,32.628201,21
7,1,6,5,1,2,0,7,6,1,4,1,1,42.406101,11.3
6,1,6,6,1,1,1,10,3,0,3,0,1,18.202499,28.8333
1,1,5,4,1,3,1,10,3,0,4,0,9,29.433302,34.547298
5,1,5,7,1,0,1,10,2,1,6,1,9,18.147799,21.633301
5,0,7,7,0,0,1,5,3,0,3,0,1,61.174999,30.072001
1,0,7,7,0,0,1,7,2,0,5,0,3,65.341698,26.662001
1,0,8,9,1,2,1,7,3,1,4,1,5,59.044804,36.362
2,1,8,5,1,0,1,9,2,1,2,1,5,18.626299,33.914001
3,1,9,5,1,2,1,10,2,0,2,0,5,22.9042,32.952
8,1,9,5,1,2,1,9,2,1,2,1,9,31.770199,38.862
1,0,8,9,1,3,1,8,8,1,5,1,9,58.244198,16.052
1,0,7,7,1,0,1,9,1,1,4,1,3,58.244198,24.41
1,0,9,8,1,0,1,9,2,0,5,0,5,50.554802,36.9953
3,0,9,10,1,0,1,7,4,0,5,0,3,57.008396,25.32
3,1,9,4,1,0,0,9,3,1,4,1,9,38.9179,19.462
1,1,8,5,1,0,1,9,1,0,4,0,9,42.016701,47.023998
7,1,9,4,1,0,1,10,1,0,2,0,1,38.9179,62.524002
3,1,8,4,0,0,0,9,1,0,3,0,1,41.6679,47.2253
5,0,6,3,0,0,0,9,3,0,4,0,1,44.570801,18.7533
5,0,6,3,0,0,1,8,3,0,5,0,9,38.195801,34.639999
5,0,6,3,0,0,0,8,3,0,3,0,1,49.279202,34.639999
5,0,6,3,1,3,1,9,5,1,5,1,9,47.466702,28.453299
7,0,8,9,0,0,1,9,3,0,6,1,9,45.744198,18.119999
8,0,8,9,1,2,1,9,2,0,5,0,9,54.077499,21.91
1,0,8,8,0,0,1,8,3,0,4,0,1,57.008396,26.662001
6,1,7,6,1,0,1,9,2,1,6,1,9,11.3138,21.633301
1,0,7,7,1,3,1,8,2,1,5,1,5,54.077499,36.362
1,0,7,8,1,3,1,6,3,0,4,0,3,57.090996,30.072001
1,0,7,7,1,3,1,7,4,1,7,1,5,47.188698,21.91
5,0,6,4,1,3,0,10,5,0,2,0,2,53.841698,27.82
5,0,6,3,1,2,1,9,4,1,5,1,9,47.466702,38.153301
5,0,6,3,1,2,0,8,6,0,5,0,7,40.008301,31.23
6,0,6,3,1,3,0,9,4,1,4,1,7,44.716702,18.119999
5,0,6,3,1,1,0,8,3,0,4,0,7,33.487499,18.119999
3,0,6,4,1,0,0,9,4,1,4,1,2,39.133301,31.23
4,0,5,3,0,0,0,9,5,1,3,1,3,40.945801,21
1,0,8,9,1,0,1,10,3,0,4,0,1,61.174999,36.776699
1,0,8,7,1,2,1,9,3,0,3,1,5,45.744198,19.462
2,0,8,8,1,2,1,4,3,0,4,0,1,57.008396,18.119999
1,0,8,8,1,2,1,8,2,0,4,0,5,38.8554,29.161999
1,0,9,9,1,2,0,10,1,0,5,0,7,52.112503,21.334
3,0,8,6,1,2,0,9,2,0,5,0,4,63.5583,32.986702
2,0,7,6,1,0,1,8,4,0,2,0,5,58.244198,21
5,1,5,6,0,0,1,10,1,0,4,0,9,18.202499,21.633301
5,1,8,6,1,3,1,9,1,1,5,1,3,11.3138,28.8333
6,0,6,6,1,0,1,10,1,0,4,0,5,4.4250002,39.166702
6,0,6,7,1,3,0,10,1,1,4,1,5,25.299999,21.633301
6,1,7,6,0,0,0,10,4,0,5,0,1,18.202499,29.795301
6,1,6,5,0,1,0,10,3,0,4,0,1,11.3138,28.8333
5,1,6,6,0,0,0,10,1,0,3,0,4,25.299999,31.137299
2,0,6,7,1,0,0,7,3,0,3,0,1,42.988701,38.862
1,0,9,9,1,2,0,10,1,1,6,1,7,41.820801,31.414
1,0,6,10,1,2,0,10,1,0,6,0,7,36.065701,19.462
1,0,5,5,1,2,1,6,2,0,4,0,5,38.082703,28.200001
1,0,6,7,1,2,0,10,1,0,6,0,1,28.348299,35.982002
1,0,6,9,0,0,0,6,1,0,5,1,9,38.126297,16.582001
1,0,5,5,1,1,0,10,2,0,6,0,1,26.270199,36.200699
8,1,9,3,1,3,0,10,2,0,3,0,5,29.858,29.161999
8,1,8,5,1,0,1,9,2,1,2,1,8,24.7708,6.3519998
8,0,8,3,1,3,1,9,4,1,2,1,1,60.358002,56.706703
3,0,7,8,1,1,1,9,1,0,2,0,2,34.668602,41.310001
8,1,3,7,1,0,0,10,1,1,2,1,1,31.043602,40.204002
8,1,8,5,1,2,0,10,2,1,3,1,5,28.2103,32.572002
2,1,9,4,1,0,0,9,2,0,3,1,5,43.564899,30.700001
4,0,6,5,0,0,0,9,5,0,3,0,1,41.820801,34.639999
5,0,6,3,1,2,1,9,6,1,6,1,9,50.216698,11.3
5,0,5,3,1,3,0,7,4,0,4,0,8,46.529202,48.486702
7,1,6,8,1,0,1,10,2,1,4,1,2,20.952501,38.533298
7,1,6,6,0,0,1,10,2,0,5,0,1,25.1192,36.0853
6,1,6,6,1,2,1,10,3,1,6,1,9,14.8365,21.633301
3,1,7,5,1,3,1,9,7,1,6,1,5,40.160797,42.576702
8,0,3,1,1,4,1,10,5,0,4,0,5,44.716702,36.0853
2,0,4,3,0,2,0,9,4,0,5,1,2,58.238697,24.41
10,1,8,10,1,4,0,1,2,1,6,1,5,20.952501,1.6
9,0,8,7,1,2,1,10,1,0,8,0,9,15.299999,43.285301
5,0,5,5,0,0,0,5,4,0,5,0,5,28.709599,38.43
7,0,6,6,0,0,0,5,1,0,5,0,9,20.1173,49.690701
7,1,8,8,0,1,0,6,2,0,2,0,1,40.198902,5.0099998
7,0,5,6,0,0,0,5,6,0,5,0,3,40.306698,35.982002
5,0,5,8,0,0,0,6,5,0,5,0,9,16.751299,44.938702
3,0,3,5,1,2,0,10,8,0,5,0,5,52.841698,16.582001
10,1,8,10,1,2,0,6,5,0,3,0,6,22.764999,21.334
10,1,6,7,0,3,0,6,2,0,2,0,3,11.7375,15.24
1,0,5,5,1,4,0,10,7,0,5,0,1,16.1243,41.666702
10,1,7,8,1,3,0,1,3,0,4,0,7,36.237499,5.0099998
5,0,6,4,0,3,1,10,8,0,5,0,9,41.6054,31.863298
1,0,4,4,1,2,0,9,7,0,1,0,1,56.772701,32.243301
2,0,4,5,1,1,1,8,7,0,3,0,5,52.841698,36.0853
2,1,5,5,1,2,1,9,6,0,2,0,1,55.591702,35.02
3,0,1,1,0,1,0,10,1,0,4,1,3,28.049999,22.872
1,0,6,1,1,4,1,10,5,0,5,0,4,4.4250002,38.153301
2,0,6,5,1,4,1,9,8,1,3,0,5,31.132599,31.3333
10,1,10,10,1,3,0,10,3,0,3,0,7,31.215998,30.290699
5,0,6,4,1,3,0,1,5,1,1,1,3,18.147799,36.0853
10,1,6,5,0,4,0,7,7,1,4,0,6,23.024,21.529999
10,1,10,10,1,3,1,6,3,1,3,1,9,19.399,27.2953
9,1,7,9,1,3,1,7,3,1,5,1,9,19.399,11.3
7,0,9,6,1,0,0,10,10,1,6,1,5,17.4298,38.153301
10,1,6,10,1,1,1,8,10,0,1,0,3,24.9387,1.6
10,1,8,10,0,3,0,9,10,1,1,0,1,30.438799,14.71
5,0,6,6,1,2,0,10,5,0,1,0,5,20.952501,46.3153
8,1,7,7,0,3,1,9,8,0,2,0,1,37.438801,35.400002
10,1,8,10,1,1,1,6,7,1,5,1,9,13.1263,26.696699
4,0,7,4,0,0,0,10,7,0,3,0,3,45.8978,36.5
10,1,7,9,1,3,1,9,3,0,2,0,6,8.9875002,25.751999
6,0,7,3,1,3,0,10,8,1,4,1,5,28.049999,58.370697
5,1,5,5,1,2,1,9,9,1,1,1,1,43.628799,32.876701
10,0,8,9,0,0,1,10,1,0,3,0,5,31.973299,30.072001
7,0,7,6,1,0,1,10,7,0,5,0,5,28.4615,18.119999
7,0,7,6,0,4,1,10,7,0,4,0,5,28.4615,18.119999
1,0,1,1,1,3,1,10,5,0,1,0,1,38,25.32
10,1,6,8,1,1,0,10,10,0,5,0,5,25.299999,44.247299
8,0,6,1,1,3,1,10,10,0,1,0,5,18.147799,15.3433
8,0,10,7,1,3,1,10,5,1,6,1,5,14.063799,34.743301
7,0,8,5,1,5,1,10,8,0,3,0,1,4.4250002,36.0853
1,0,8,2,1,3,0,10,5,0,5,0,9,14.063799,54.5807
1,0,5,1,1,2,0,10,1,0,4,0,9,4.4250002,41.251999
1,0,6,3,0,0,0,10,5,1,5,1,3,11.3138,34.743301
8,0,8,5,1,0,0,9,2,1,2,1,2,44.242298,38.118698
9,0,8,3,0,0,0,9,2,0,2,0,1,38.550003,33.366699
8,1,8,5,1,2,0,9,1,0,3,0,5,37.612499,33.366699
6,0,4,4,1,3,0,10,2,0,5,0,5,33.272099,43.596699
6,0,3,4,1,3,0,10,2,1,3,1,3,26.426899,54.310001
5,0,6,5,1,2,0,7,7,1,5,1,6,23.024,22.872
6,0,5,6,1,1,0,5,4,0,6,0,1,24.468599,49.419998
3,0,4,4,1,3,0,7,9,0,7,0,5,47.188698,30.4867
3,0,4,5,1,2,0,8,10,0,6,0,1,53.304798,52.881996
4,0,7,5,1,1,0,9,9,1,4,1,5,47.188698,41.310001
4,0,4,4,1,1,0,9,10,0,4,0,5,47.188698,44.938702
9,1,8,9,1,2,0,9,1,0,3,0,1,44.501297,19.030001
8,0,7,1,1,2,0,9,2,0,1,0,1,37.579102,30.866701
7,0,7,7,1,0,0,8,2,0,1,0,5,46.313801,16.4667
8,1,8,7,1,0,0,9,1,0,2,0,3,44.501297,28.200001
8,1,8,5,1,1,0,9,3,0,8,0,3,44.501297,37.323997
5,0,6,4,1,0,0,10,2,0,2,0,1,38.239399,32.572002
5,0,3,6,1,0,1,10,5,0,3,0,5,43.8228,36.396702
6,0,4,6,1,0,1,10,3,0,2,0,1,38.239399,26.282001
6,0,3,5,1,0,1,10,2,0,4,0,5,41.6054,18.119999
5,0,4,5,1,2,1,10,4,1,2,1,1,27.9804,45.733299
3,0,4,3,1,2,0,9,10,0,6,0,3,55.438797,11.104
7,0,6,10,1,0,1,9,8,0,5,0,3,48.023998,29.109999
7,0,8,3,0,0,1,9,5,0,7,1,9,41.966702,41.943298
4,0,5,3,1,2,1,9,7,0,6,0,7,35.445801,31.3333
2,0,7,8,1,2,1,10,9,1,5,1,9,13.1263,38.234001
1,0,1,3,0,0,1,10,8,0,6,0,9,29.623699,38.43
7,0,5,5,0,0,0,9,9,1,5,1,5,34.723301,29.109999
3,0,6,6,1,0,0,7,7,0,6,0,5,50.515003,39.771999
5,0,5,5,1,2,0,5,1,1,2,1,9,34.029202,6.7666998
3,1,7,7,1,2,0,7,3,0,7,0,9,44.398998,32.572002
2,0,2,8,0,2,0,7,2,0,3,0,1,48.7304,37.323997
5,0,7,7,1,0,0,7,3,1,6,1,7,47.148998,42.271999
4,0,6,6,1,0,0,7,3,0,6,0,1,50.876301,32.572002
3,0,7,7,1,0,0,7,3,1,6,1,1,50.515003,27.82
2,0,3,2,1,0,0,6,4,0,3,0,1,69.854698,42.686699
2,1,2,5,0,0,0,6,5,0,1,0,1,61.022102,41.148701
7,1,3,8,1,1,0,9,4,0,2,0,5,52.039402,49.690701
8,1,7,8,1,2,0,7,3,0,1,0,1,25.7785,11.3
8,1,8,7,1,0,0,9,3,0,8,0,1,50.938805,48.348701
3,0,8,5,1,0,0,9,10,1,6,1,1,53.304798,18.7533
7,1,3,2,1,3,0,5,3,0,2,0,1,35.3727,1.6
6,1,7,7,1,2,0,9,4,0,9,0,3,46.376301,36.362
6,0,7,7,1,3,1,9,4,0,5,0,5,56.211502,26.282001
7,1,8,7,0,0,0,9,3,0,8,0,3,47.148998,43.562
5,0,5,5,1,2,0,5,1,0,2,1,5,34.029202,18.119999
5,0,4,5,1,2,0,5,1,0,3,0,5,23.829199,18.119999
4,0,5,5,1,3,1,9,6,1,4,1,1,51.029198,40.681999
3,0,7,5,0,0,1,9,8,0,5,0,4,40.106098,36.9953
7,1,6,5,1,3,1,10,6,1,3,1,3,43.158901,22.543301
1,0,5,3,1,0,0,10,5,0,3,0,1,23.2721,45.076702
4,0,5,4,1,0,0,10,10,0,3,0,2,31.346399,41.943298
3,1,3,5,1,4,1,9,7,0,3,0,1,41.675003,23.8853
1,1,3,5,0,2,0,9,6,0,1,0,1,54.873699,32.243301
10,0,5,1,1,0,1,10,5,1,4,1,7,36.383301,34.743301
6,0,3,8,1,0,1,10,1,1,5,1,9,11.3138,26.385302
3,0,4,7,1,2,1,2,1,1,2,0,1,25.299999,21.633301
3,1,4,8,1,2,1,2,1,1,2,0,4,11.3138,36.0853
3,0,3,2,1,2,1,10,5,0,3,0,7,41.820801,28.73
4,0,5,2,1,2,1,10,5,0,4,0,1,41.6679,21
3,0,4,7,0,2,0,10,1,1,3,0,1,34.869202,40.837299
4,1,4,8,1,2,1,10,1,1,5,1,9,11.3138,36.7187
8,1,6,6,0,2,1,8,1,0,1,1,7,29.949701,26.282001
4,0,4,2,1,1,1,10,7,1,4,1,3,30.799999,21
8,1,7,7,1,0,0,9,1,1,4,1,1,48.482998,26.662001
8,1,9,9,1,2,1,10,1,1,8,1,9,11.3138,40.1287
2,0,3,2,0,0,0,9,5,0,5,0,1,52.904202,31.3333
9,0,9,9,0,0,0,10,1,1,6,0,1,64.862503,46.810703
6,1,7,7,0,0,1,9,7,0,6,0,9,37.410797,26.385302
8,0,5,4,1,2,0,10,7,0,3,0,3,40.160797,37.323997
10,1,8,8,1,4,1,9,10,0,2,0,1,31.211502,18.5
10,1,9,7,1,0,1,8,10,1,3,1,4,15.876301,11.3
8,0,8,9,1,2,1,9,9,0,2,0,3,31.821999,39.392002
1,0,1,2,1,2,1,10,1,0,1,0,6,32.617302,41.943298
1,0,10,8,1,2,1,10,1,0,1,0,5,18.195801,38.43
1,0,8,8,0,0,1,10,1,0,1,0,5,38.054802,41.033302
1,0,10,10,1,3,1,10,1,0,1,0,7,41.577499,36.0853
6,0,1,8,1,4,1,10,1,0,1,0,1,38.054802,25.043301
1,0,1,1,0,0,1,10,1,0,1,0,1,22.362501,31.3333
7,0,10,10,1,3,1,10,1,1,1,1,3,25.0846,34.743301
7,0,10,8,0,0,1,10,1,0,1,1,5,34.688698,31.3333
1,0,10,9,1,0,1,10,1,0,1,0,1,22.362501,16.685299
1,0,10,8,1,0,1,10,1,0,1,0,1,26.9993,34.743301
1,0,1,8,1,3,1,10,8,1,4,1,3,28.7442,39.771999
5,0,7,7,0,0,0,9,8,0,5,1,1,21.827499,21.91
7,1,7,7,1,2,1,9,9,0,5,0,1,35.295502,18.119999
1,0,9,1,0,0,0,10,3,0,4,1,5,38.924999,15.3433
1,1,10,4,0,0,0,10,4,0,1,1,9,36.174999,34.743301
1,0,7,4,0,0,1,10,7,0,2,0,2,34.904202,39.443298
1,0,9,3,1,1,0,10,5,0,3,0,5,36.174999,25.043301
1,1,9,5,1,2,0,10,4,0,2,0,5,34.362499,49.195297
2,0,8,5,0,0,0,10,7,0,3,0,3,30.733002,19.030001
1,0,5,5,1,0,0,9,8,0,6,0,1,31.827501,23.6667
8,0,5,7,0,4,0,9,8,0,5,0,1,31.898998,25.700001
4,0,7,5,1,0,1,9,1,0,2,0,1,38.376202,38.43
2,0,1,3,1,2,1,9,8,0,2,0,2,28.7442,30.072001
1,1,1,1,0,1,0,9,8,1,2,0,1,49.9109,22.872
1,1,5,5,0,0,0,10,1,0,1,1,1,12.612499,11.3
1,0,3,3,1,0,0,10,1,0,3,0,1,32.499302,18.119999
1,0,2,3,1,0,0,10,6,0,2,0,1,51.244198,22.872
1,0,3,1,0,0,1,10,7,0,1,0,1,44.3834,30.504
1,0,3,2,0,0,1,10,7,0,1,0,1,37.466698,24.41
9,0,5,1,1,3,1,10,10,0,8,0,9,20.0625,61.504002
10,0,6,1,1,1,1,10,10,0,8,0,9,15.040999,14.71
10,0,5,1,1,1,1,10,10,0,2,0,3,20.376299,21.633301
3,0,5,1,0,0,1,10,10,0,4,1,8,13.1263,38.153301
1,0,2,2,0,0,1,10,10,1,2,1,7,6.2375002,21.633301
3,0,6,4,1,1,1,10,1,1,4,1,5,27.112499,21
1,0,5,3,0,0,0,10,1,0,1,0,1,22.8673,27.82
1,0,10,3,1,3,1,10,1,1,1,1,5,6.2375002,11.3
1,0,6,3,1,0,0,10,1,0,1,0,1,19.5012,21
